CopyNumber,PercentMatches,FullLength,ConsensusLength,fr_A_cons,fr_T_cons,fr_G_cons,fr_C_cons,fr_A_repeat,fr_T_repeat,fr_G_repeat,fr_C_repeat,RepeatsNumber
18.6,87,522,29,10,4,5,10,167,71,94,191,3
18.3,96,182,10,4,2,1,3,74,33,17,59,1
3.4,78,87,26,15,5,2,4,51,19,6,12,1
2.1,87,168,79,41,16,6,16,86,41,13,29,4
2.1,91,111,52,27,12,3,10,58,27,8,19,4
2.8,80,73,27,14,6,1,6,38,19,2,15,4
6.4,70,169,27,14,6,3,4,86,41,14,29,4
10.3,99,266,26,12,8,3,3,123,82,30,32,1
2.5,75,53,22,9,7,4,2,21,18,11,4,1
4.7,68,85,18,7,7,1,3,32,35,5,14,2
2.7,97,148,55,20,23,3,9,55,61,8,25,2
2.4,83,62,26,13,7,3,3,28,20,7,8,4
2.7,90,31,12,8,3,1,0,22,8,2,0,4
2.9,94,134,47,14,18,1,14,41,55,3,36,4
1.9,91,49,26,12,8,4,2,23,17,6,4,4
1.9,87,49,26,12,7,4,3,23,16,6,5,4
2.4,81,62,26,13,6,3,4,28,19,7,9,4
2,90,40,20,9,3,0,8,17,7,0,17,4
8.8,83,93,11,8,3,0,0,66,25,1,2,4
2,89,52,26,13,9,2,2,24,19,5,5,3
4.6,98,605,132,51,47,11,23,236,217,48,105,3
2.7,96,128,47,17,20,1,9,45,58,3,23,3
3.3,97,267,80,30,29,2,19,99,95,7,67,4
17.7,100,105,6,2,1,1,2,35,17,18,36,4
2,94,131,65,24,30,4,7,46,64,9,13,4
1.9,91,124,64,24,29,4,7,47,60,6,12,4
2.5,100,162,66,24,33,4,5,63,76,11,13,3
1.9,93,29,15,3,7,1,4,7,14,1,8,3
17.5,94,104,6,2,1,1,2,34,12,18,41,3
4.2,85,270,64,23,32,3,6,92,140,14,25,5
22.7,100,135,6,2,1,1,2,45,22,23,46,5
2.3,88,288,127,48,61,7,11,111,136,17,25,5
3.3,97,267,80,30,30,2,18,99,99,7,63,5
4.8,83,306,63,24,30,3,6,114,147,17,29,5
2.1,82,116,55,25,20,3,7,45,51,8,13,5
18.7,100,111,6,2,1,1,2,37,18,19,38,5
2.5,92,307,121,44,56,9,12,111,144,23,30,5
3.8,86,245,65,24,30,5,6,87,119,18,22,5
2.4,97,188,80,30,27,2,21,69,62,5,53,5
3.2,84,202,64,22,31,5,6,68,101,15,19,4
2.4,99,188,80,30,30,2,18,69,71,4,45,4
22.7,100,135,6,2,1,1,2,45,22,23,46,4
2.4,80,306,128,51,58,8,11,123,138,18,28,4
15.7,100,93,6,2,1,1,2,31,15,16,32,2
2.3,96,187,80,30,29,2,19,69,66,5,48,2
4.1,94,263,65,23,31,5,6,92,132,20,20,4
10.7,96,63,6,2,1,1,2,21,10,10,22,4
2,95,262,130,46,62,10,12,91,132,20,20,4
2.3,98,180,80,30,28,2,20,66,64,5,46,4
6.8,100,60,9,4,4,0,1,27,28,0,6,6
8.8,88,159,18,2,9,7,0,20,79,60,1,6
4.5,100,44,10,5,4,0,1,25,16,0,4,6
2.6,95,67,27,12,12,0,3,30,32,0,6,6
24.8,88,148,6,1,3,2,0,18,74,56,1,6
6.5,86,158,24,3,12,9,0,19,79,60,1,6
1.9,100,30,16,11,2,0,3,21,4,0,6,2
22.8,100,250,11,4,2,2,3,92,46,45,68,2
1.9,81,51,27,11,8,0,8,20,15,2,15,6
1.9,81,51,27,11,8,0,8,20,15,2,15,6
1.9,81,51,27,11,8,0,8,20,15,2,15,6
1.9,81,51,27,11,8,0,8,20,15,2,15,6
2.1,100,24,12,4,4,2,2,8,9,4,4,6
2.1,100,24,12,4,4,2,2,8,9,4,4,6
42,85,41,1,0,1,0,0,0,39,2,1,4
42,85,41,1,0,1,0,0,0,39,2,1,4
2,95,40,21,0,19,1,1,0,38,2,1,4
2,95,40,21,0,19,1,1,0,38,2,1,4
3.7,90,40,11,0,10,1,0,1,38,2,0,6
3.7,90,40,11,0,10,1,0,1,38,2,0,6
41,87,40,1,0,1,0,0,1,38,2,0,6
41,87,40,1,0,1,0,0,1,38,2,0,6
2,95,40,21,1,19,1,0,1,38,2,0,6
2,95,40,21,1,19,1,0,1,38,2,0,6
2.1,90,41,20,7,7,3,3,14,14,6,8,1
37.3,99,223,6,2,1,1,2,74,36,38,76,1
2.4,90,37,16,8,8,0,0,17,19,2,0,2
2.6,84,41,16,7,7,1,1,18,20,3,1,2
12.3,99,429,35,13,15,3,4,160,184,37,49,1
4.3,90,42,10,5,1,2,2,25,4,6,8,4
6.8,82,74,11,7,4,0,0,43,25,2,5,4
2.2,100,47,22,12,8,1,1,27,17,2,2,4
2.3,85,47,20,12,2,2,4,27,5,6,10,4
2.3,87,40,18,10,7,0,1,23,16,0,2,1
4.1,100,90,22,4,8,7,3,16,33,30,12,2
8.9,100,70,8,1,4,3,0,9,36,26,0,2
8.6,92,80,9,6,3,0,0,56,25,0,0,4
2,82,44,22,13,8,0,1,23,21,0,1,4
13.7,95,133,10,7,3,0,0,92,32,0,10,4
3.5,99,266,77,23,35,3,16,76,124,10,57,4
1.9,88,34,18,8,6,0,4,13,13,0,9,1
2.1,83,45,22,12,6,1,3,21,15,3,7,3
16.9,98,814,48,19,20,5,4,314,339,93,69,3
4.2,94,71,17,8,5,1,3,29,26,7,10,3
2,84,141,72,27,31,7,7,49,68,15,10,4
4.7,78,161,34,12,17,3,2,56,78,16,12,4
2.1,93,29,15,2,4,0,9,4,7,0,19,4
3.6,82,61,17,6,8,2,1,22,29,6,5,4
24.8,79,248,10,8,2,0,0,180,69,0,0,6
2.2,93,57,26,11,9,2,4,25,22,3,8,6
3.8,82,243,62,48,14,0,0,177,67,0,0,6
45.3,73,143,3,2,1,0,0,100,44,0,0,6
9.5,92,195,20,10,7,2,1,99,72,17,8,6
15.4,78,252,16,12,4,0,0,183,70,0,0,6
2.2,100,25,12,2,2,1,7,4,5,2,15,1
2.7,94,29,11,4,4,1,2,11,11,2,6,1
6.1,100,261,43,14,10,7,12,86,61,42,73,1
3,66,66,22,9,9,1,3,24,27,4,12,1
6.4,98,237,37,9,7,13,8,62,45,82,49,2
12.5,100,24,2,1,1,0,0,12,13,0,0,2
43.8,96,261,6,2,0,1,3,95,33,36,98,3
33.8,98,203,6,2,1,1,2,69,32,34,69,3
27,96,53,2,1,0,0,1,26,0,1,27,3
2,96,765,383,104,85,78,116,204,171,161,230,1
4,97,347,87,28,37,8,14,110,147,32,59,1
12.5,100,24,2,1,1,0,0,12,13,0,0,1
15.5,100,30,2,1,1,0,0,15,16,0,0,1
3.2,100,34,11,6,1,2,2,19,3,6,7,1
2.1,82,51,25,7,1,2,15,13,2,5,32,1
17.7,99,953,54,16,12,8,18,281,210,141,322,2
8,100,183,23,6,6,4,7,48,48,32,56,2
5.2,100,51,10,5,0,1,4,26,0,5,21,4
8.1,93,296,36,11,4,4,17,95,33,32,137,4
2,95,639,323,110,76,24,113,213,155,49,223,4
11.7,98,626,54,18,13,4,19,211,152,44,220,4
4.7,95,175,38,13,15,5,5,64,69,22,21,2
7.3,72,138,19,6,7,4,2,49,54,18,18,2
1.9,95,198,105,35,40,11,19,65,75,24,35,1
2,88,31,17,4,6,0,7,8,10,0,14,2
66,93,395,6,2,1,1,2,132,62,66,136,2
22.5,99,336,15,10,2,1,2,222,45,24,46,2
1.9,88,33,17,10,2,1,4,20,4,1,9,2
2,89,35,18,7,6,3,2,15,12,5,4,2
3.3,99,336,102,24,24,13,41,75,78,43,141,2
21.1,88,258,12,4,2,2,4,86,46,44,83,1
64.8,98,386,6,2,1,1,2,128,65,64,130,2
4.4,94,336,76,32,32,6,6,138,143,31,25,2
4.8,94,47,10,5,5,0,0,24,23,0,0,2
2.5,100,26,11,4,6,1,0,10,15,2,0,2
7.8,82,63,8,4,3,0,1,29,23,4,8,2
2.6,90,63,24,11,8,2,3,29,23,4,8,2
4.7,99,382,81,27,32,5,17,132,148,23,80,4
36.3,88,489,14,10,1,0,3,345,40,1,104,4
71.6,82,489,7,5,1,0,1,345,40,1,104,4
4,92,489,122,86,10,0,26,345,40,1,104,4
5.3,99,432,81,28,33,4,16,153,174,21,85,3
29.6,91,406,14,10,1,0,3,288,28,1,90,3
8.3,94,404,49,35,2,0,12,288,27,1,89,3
2.1,94,31,16,10,2,0,4,21,3,0,8,4
2.1,94,31,16,10,2,0,4,21,3,0,8,4
2.4,83,37,16,12,2,1,1,28,6,1,3,4
2.4,83,37,16,12,2,1,1,28,6,1,3,4
2.5,91,37,15,7,3,0,5,16,7,0,15,1
2.8,85,40,15,6,2,0,7,17,8,0,16,1
18.6,99,185,10,2,6,1,1,37,104,19,26,2
2.1,100,24,12,5,2,0,5,11,4,0,10,2
16.6,95,165,10,3,4,1,2,51,65,17,33,1
2.2,86,37,17,6,7,2,2,14,16,2,6,1
6.8,80,186,28,10,2,4,12,64,19,29,75,5
4.8,83,187,39,14,4,6,15,65,19,29,75,5
33.8,78,184,6,2,1,1,2,64,19,29,73,5
18.2,79,179,10,4,1,1,4,63,18,27,72,5
39.5,98,236,6,2,1,1,2,78,42,41,76,5
3.3,75,65,20,8,7,2,3,26,26,5,9,2
3.5,89,143,40,15,17,3,5,55,61,12,16,2
3.6,85,144,39,15,17,3,4,56,59,13,17,3
5.5,73,105,19,7,9,1,2,42,44,8,12,3
3.4,70,61,17,6,6,2,3,24,24,6,8,3
2.1,100,24,12,1,2,0,9,2,4,0,19,1
2.1,100,24,12,1,2,0,9,2,4,0,19,1
1.9,89,117,60,15,20,11,14,26,44,21,27,1
1.9,88,73,38,14,14,4,6,26,32,8,8,1
1.9,86,73,38,14,13,4,7,26,31,8,9,1
7.7,100,152,20,6,3,3,8,46,22,22,63,1
2.6,97,54,21,8,9,0,4,20,27,0,8,4
2.6,97,54,21,8,9,0,4,20,27,0,8,4
2.6,97,54,21,8,9,0,4,20,27,0,8,4
2.6,97,54,21,8,9,0,4,20,27,0,8,4
6.4,99,337,53,19,21,5,8,121,132,32,53,3
3.1,71,60,19,8,7,0,4,25,25,1,10,3
10.6,100,189,18,6,8,2,2,63,83,22,22,3
2.4,91,38,16,5,11,0,0,10,29,0,0,5
2.4,95,38,16,6,10,0,0,11,28,0,0,5
2.9,100,25,9,5,3,1,0,15,9,2,0,5
2.4,91,38,16,5,11,0,0,10,29,0,0,5
2.6,89,44,17,5,12,0,0,11,34,0,0,5
1.9,85,39,21,10,1,1,9,19,2,2,17,1
16.7,91,233,14,5,2,2,5,83,36,34,81,1
3.1,99,415,133,49,49,12,23,153,154,36,73,1
5.9,100,451,76,30,28,10,8,179,167,59,47,1
3,99,406,134,53,50,14,17,162,152,42,51,1
2.5,85,767,311,103,61,52,95,241,170,143,214,2
5,83,788,155,49,34,28,44,246,176,147,220,2
8.8,100,324,37,15,16,3,3,131,142,26,26,1
22.1,100,374,17,6,7,2,2,132,154,44,45,1
5.8,100,114,20,8,9,2,1,46,52,11,6,1
5.8,100,114,20,8,9,2,1,46,52,11,6,1
8.3,100,148,18,6,9,1,2,50,75,8,16,1
16.4,99,546,33,13,12,3,5,213,204,48,82,1
2.4,99,343,141,60,54,9,18,144,138,21,41,1
10.9,97,189,17,7,7,1,2,81,77,11,21,3
3.6,98,189,52,22,21,3,6,81,77,11,21,3
5.5,98,189,34,14,14,2,4,81,77,11,21,3
3.6,98,189,52,22,21,3,6,81,77,11,21,3
5.5,98,189,34,14,14,2,4,81,77,11,21,3
10.9,97,189,17,7,7,1,2,81,77,11,21,3
7.8,100,131,17,7,7,1,2,55,54,8,15,1
2.8,100,291,106,30,25,21,30,81,67,62,82,1
22.1,100,374,17,6,7,2,2,132,154,44,45,1
18.1,100,306,17,6,7,2,2,108,126,36,37,1
32.1,100,544,17,6,7,2,2,192,224,64,65,1
11.2,78,201,18,8,7,1,2,79,78,17,28,2
5.6,98,201,36,14,14,3,5,79,78,17,28,2
3.1,100,408,132,56,44,14,18,174,138,42,55,1
10.2,100,182,18,8,7,1,2,83,70,10,20,1
7.7,98,162,21,9,10,1,1,72,76,7,8,1
4.8,98,379,79,28,35,5,11,137,166,23,54,2
24.8,99,297,12,3,3,2,4,86,62,50,100,2
2.3,82,58,27,11,12,2,2,23,25,4,7,3
5.7,99,452,80,26,34,6,14,148,188,35,82,3
54.9,96,448,8,3,2,1,2,156,110,65,118,3
17,87,32,2,1,1,0,0,16,17,0,0,3
2.8,80,222,80,34,31,4,11,88,89,14,32,3
39.4,100,314,8,3,2,1,2,118,78,39,80,3
23.4,100,280,12,4,2,2,4,94,47,46,94,1
2.9,80,45,15,8,5,0,2,24,18,0,4,3
3.5,99,903,257,65,80,32,80,230,285,105,284,3
2,85,63,31,17,12,0,2,33,26,1,4,3
5.5,100,447,81,33,32,5,11,183,177,28,60,2
59.8,100,358,6,2,1,1,2,120,59,60,120,2
1.9,88,51,27,10,10,4,3,18,22,5,7,2
10.5,98,252,24,7,1,3,13,77,9,27,140,2
29,100,231,8,1,2,2,3,29,58,58,87,1
2,84,52,27,11,10,3,3,19,23,5,6,1
17.2,95,207,12,3,2,2,5,52,27,35,94,2
2,97,82,42,13,9,3,17,26,18,6,33,2
2.3,85,46,20,11,9,0,0,25,21,0,1,3
7.9,95,514,65,13,16,13,23,103,127,99,186,3
2.1,100,24,12,2,3,4,3,4,7,8,6,3
2.9,90,59,21,5,15,0,1,16,41,0,3,8
5.1,83,51,10,2,8,0,0,13,37,0,2,8
1.9,89,36,19,8,11,0,0,15,22,0,0,8
13.6,97,882,65,11,18,11,25,148,251,152,332,8
14.3,99,802,56,22,18,6,10,308,257,95,143,8
2.8,74,53,19,8,11,0,0,21,32,0,1,8
2.1,86,39,19,8,7,1,3,16,17,1,6,8
2.5,94,28,12,4,5,1,2,8,15,3,3,8
6.8,99,415,61,12,12,12,25,83,82,80,171,2
20.8,99,1166,56,24,16,5,11,492,334,111,230,2
12,97,671,56,23,17,6,10,275,204,74,119,4
1.9,88,33,18,8,10,0,0,15,18,0,1,4
2,97,671,336,138,101,36,61,275,204,74,119,4
7.9,99,518,66,10,14,13,29,75,113,101,230,4
10.4,98,562,54,13,15,6,20,136,149,61,217,4
2.9,90,30,11,4,7,0,0,11,20,0,0,4
2.2,84,45,21,9,12,0,0,15,29,1,1,4
22.1,97,1239,56,23,16,6,11,516,369,125,230,4
6.7,85,1152,168,72,48,18,30,477,336,126,214,8
4.1,84,40,10,4,6,0,0,15,26,0,0,8
3.4,92,35,11,4,7,0,0,11,25,0,0,8
18.3,98,1009,55,7,21,6,21,137,368,109,395,8
6.1,96,342,56,23,16,7,10,138,100,43,62,8
2.2,97,920,424,176,126,43,79,378,273,99,171,8
2.4,90,37,16,6,10,0,0,11,26,1,0,8
13.1,96,728,56,24,16,6,10,306,209,78,136,8
22.5,96,136,6,2,1,1,2,45,23,23,46,4
2,85,39,21,8,10,1,2,13,21,1,5,4
12.8,100,101,8,3,2,1,2,39,25,12,26,4
3.7,93,119,31,13,7,3,8,46,29,14,31,4
2,100,31,16,6,4,2,4,12,8,4,8,4
1.9,84,38,20,9,4,3,4,17,8,8,6,4
2.7,81,80,29,12,5,3,9,28,14,13,26,4
9.8,99,237,24,8,3,4,9,79,30,40,89,4
18.5,100,36,2,1,1,0,0,19,18,0,0,2
3.2,76,51,16,6,6,2,2,21,21,5,5,2
37.6,96,301,8,5,3,0,0,170,111,19,2,2
46,100,275,6,2,1,1,2,92,46,46,92,2
2,100,107,54,14,20,7,13,28,40,14,26,2
1.9,89,38,20,7,6,3,4,13,11,7,8,2
2.2,94,32,15,6,4,0,5,12,9,0,12,1
14,100,27,2,1,1,0,0,14,14,0,0,2
7.3,100,493,68,29,24,5,10,212,172,37,73,2
15.6,100,155,10,4,6,0,0,63,93,0,0,1
33.2,99,330,10,4,6,0,0,133,198,0,0,1
8.1,97,304,38,16,16,4,2,130,126,31,18,1
2.6,82,100,39,16,14,3,6,38,40,8,15,1
2.2,94,32,15,6,4,0,5,12,9,0,12,1
47.2,97,282,6,2,1,1,2,94,39,47,103,3
3.5,83,41,12,4,0,2,6,14,1,7,20,3
3.3,85,77,24,8,0,4,12,26,5,13,34,3
9.1,100,63,7,5,0,0,2,46,0,0,18,1
2.5,100,26,11,5,4,0,2,12,11,0,4,6
2.5,100,26,11,5,4,0,2,12,11,0,4,6
14.9,100,103,7,5,0,0,2,74,0,0,30,6
14.9,100,103,7,5,0,0,2,74,0,0,30,6
2.7,98,214,81,24,35,5,17,67,93,12,43,6
2.7,98,214,81,24,35,5,17,67,93,12,43,6
9.7,99,768,79,24,31,7,17,239,299,65,166,2
20.9,100,145,7,5,0,0,2,104,0,0,42,2
2.1,90,189,85,26,38,1,20,54,94,2,40,5
4.3,97,107,25,12,6,1,6,52,25,5,26,5
3.3,95,29,9,1,8,0,0,4,26,0,0,5
1.9,98,287,150,48,42,5,55,93,82,8,105,5
2.9,98,274,94,27,46,1,20,80,132,3,60,5
67.7,97,401,6,2,1,1,2,133,64,68,137,1
64.7,98,387,6,2,1,1,2,130,62,63,133,1
5.5,96,32,6,2,0,0,4,12,0,1,20,3
44.3,99,265,6,2,1,1,2,88,44,45,89,3
25,99,149,6,2,1,1,2,50,24,25,51,3
23,100,137,6,2,1,1,2,46,23,23,46,1
33,85,207,6,2,1,1,2,70,32,34,72,3
4.9,83,249,52,18,8,8,18,85,38,40,87,3
6.2,80,249,40,13,6,7,14,85,38,40,87,3
1.9,88,33,18,4,4,2,8,7,8,5,14,1
2.9,98,891,309,89,75,54,91,254,220,161,257,2
2.9,98,891,309,89,75,54,91,254,220,161,257,2
2.6,93,206,80,30,29,4,17,74,74,11,47,3
2.5,100,159,65,24,32,5,4,63,74,13,10,3
9.5,100,56,6,2,1,1,2,19,9,10,19,3
5.1,98,305,60,14,24,6,16,70,123,30,83,2
2.5,98,305,120,28,48,12,32,70,123,30,83,2
24.3,100,96,4,3,0,0,1,73,0,0,24,1
2.4,89,131,55,24,21,4,6,53,51,12,16,1
2.2,96,502,232,87,75,24,46,182,163,59,99,3
2,85,39,21,7,9,3,2,12,18,6,4,3
6.8,99,1081,158,67,54,13,24,461,369,86,166,3
2.1,90,38,19,5,9,0,5,10,19,1,9,4
2.1,90,38,19,5,9,0,5,10,19,1,9,4
14.8,100,58,4,3,0,0,1,44,0,0,15,4
2.9,95,398,139,50,45,8,36,144,130,23,102,4
2.7,100,147,55,18,26,3,8,49,70,7,22,2
8.2,64,146,17,6,9,0,2,49,69,7,22,2
2,90,38,20,8,8,1,3,17,15,2,5,1
2.1,90,36,18,8,7,0,3,16,16,0,5,1
2.1,93,29,15,7,1,0,7,15,2,0,13,1
3,100,204,68,25,16,6,21,75,48,18,64,6
2,88,34,18,11,0,0,7,21,1,0,13,6
86.2,70,774,9,6,1,1,1,489,115,113,58,6
2,87,47,24,13,2,0,9,24,6,1,17,6
5.1,100,284,56,15,19,8,14,75,100,40,70,6
29.1,99,783,27,17,4,4,2,493,117,116,58,6
3.9,98,366,93,28,17,6,42,108,69,24,166,3
2,98,366,186,56,34,12,84,108,69,24,166,3
36.9,99,331,9,6,1,1,1,220,37,38,37,3
1.9,83,46,25,12,4,1,8,24,8,1,14,4
4,99,287,72,22,13,8,29,88,51,32,117,4
29.9,97,250,8,5,1,1,1,170,29,22,30,4
8.6,94,156,18,14,2,0,2,114,17,5,21,4
3.7,64,57,18,9,3,5,1,35,9,10,4,4
5.2,100,290,56,15,16,8,17,77,86,40,88,4
3,100,204,68,25,13,6,24,75,39,18,73,4
28.9,99,779,27,16,4,5,2,471,116,127,57,4
2,88,34,18,11,0,0,7,21,1,0,13,8
2,88,34,18,11,0,0,7,21,1,0,13,8
29.1,99,783,27,17,4,4,2,484,117,124,59,8
29.1,99,783,27,17,4,4,2,484,117,124,59,8
6.1,97,343,56,15,18,8,15,94,115,46,89,8
6.1,97,343,56,15,18,8,15,94,115,46,89,8
4.1,99,325,80,25,18,6,31,100,72,24,130,8
4.1,99,325,80,25,18,6,31,100,72,24,130,8
65.2,99,586,9,6,1,1,1,397,66,59,65,5
3,100,216,72,22,13,8,29,66,39,24,88,5
36.2,98,653,18,14,1,0,3,443,70,58,83,5
1.9,83,46,25,12,4,1,8,24,8,1,14,5
3.5,83,72,23,16,2,0,5,51,7,0,15,5
10.8,99,968,90,25,28,7,30,267,304,77,321,1
2.3,96,50,22,10,9,2,1,23,20,5,3,2
8.1,99,723,89,26,32,11,20,205,261,89,169,2
8.1,99,709,87,24,30,12,21,194,244,97,175,2
2.3,96,50,22,10,9,2,1,23,20,5,3,2
3.9,85,105,27,11,4,4,8,37,18,16,35,5
2.9,95,103,36,13,6,5,12,37,18,15,34,5
14.7,77,99,6,2,1,1,2,35,17,15,33,5
7.4,77,102,14,5,2,2,5,37,17,15,34,5
11.3,84,81,8,3,1,1,3,30,13,11,28,5
40.4,96,322,8,3,2,1,2,117,65,45,96,1
26.5,92,206,8,3,2,1,2,76,39,28,64,1
12.4,94,98,8,3,2,1,2,35,19,15,30,1
3,95,28,10,2,2,0,6,5,6,0,18,1
1.9,85,39,21,3,7,0,11,6,12,0,22,1
26.8,80,102,4,0,2,1,1,4,46,23,30,3
4.5,100,102,23,1,10,5,7,4,46,23,30,3
2,100,45,23,1,10,5,7,2,20,10,14,3
2.2,100,25,12,2,2,1,7,4,5,2,15,1
3.6,83,40,11,1,10,0,0,4,35,1,1,4
1.9,83,48,26,11,4,1,10,20,8,1,20,4
1.9,100,24,13,6,6,0,1,12,12,0,1,4
1.9,100,28,15,2,4,1,8,4,8,1,16,4
2,93,31,16,6,2,0,8,12,5,0,15,1
2.1,100,24,12,3,2,2,5,6,5,4,10,1
21.5,97,898,42,12,11,5,14,258,231,104,306,3
15,100,29,2,1,1,0,0,15,15,0,0,3
3.1,95,30,10,3,7,0,0,10,21,0,0,3
4,100,160,40,13,11,4,12,52,45,16,48,1
18.6,98,261,14,5,2,2,5,94,37,37,94,1
2.3,76,41,18,7,7,0,4,15,16,1,10,3
27.2,74,174,6,2,1,1,2,56,24,22,73,3
4.5,98,180,40,13,5,5,17,58,24,22,77,3
2.5,88,40,17,3,12,0,2,8,29,0,4,2
6.8,100,67,10,4,5,0,1,26,35,0,7,2
9.3,99,231,25,12,5,1,7,114,45,8,65,4
2.2,98,648,298,102,94,6,96,218,206,14,211,4
4.4,99,648,149,51,47,3,48,218,206,14,211,4
10,99,840,84,26,38,1,19,261,378,10,192,4
2.3,98,345,149,52,49,3,45,115,119,6,106,3
2,100,165,84,25,41,2,16,50,80,4,32,3
6.3,100,156,25,12,5,1,7,77,31,6,43,3
2.6,95,160,61,20,17,7,17,53,43,22,43,2
2,100,25,13,6,6,0,1,12,12,0,2,2
2,100,25,13,6,6,0,1,12,12,0,2,1
16.5,99,889,54,14,15,9,16,229,245,151,265,1
12.5,100,24,2,1,1,0,0,12,13,0,0,1
1.9,100,514,269,118,80,18,53,228,153,34,100,2
2.1,88,33,16,7,5,3,1,15,13,4,2,2
1.9,93,30,16,6,7,2,1,11,14,3,3,2
3,100,777,259,102,75,25,57,306,225,75,172,2
1.9,93,30,16,6,7,2,1,11,14,3,3,1
2,88,31,17,6,4,1,6,11,8,1,12,2
2,88,31,17,6,4,1,6,11,8,1,12,2
13.5,100,26,2,1,0,0,1,14,0,0,13,2
13.5,100,26,2,1,0,0,1,14,0,0,13,2
2.7,89,29,11,4,3,0,4,11,7,0,12,2
2.7,89,29,11,4,3,0,4,11,7,0,12,2
1.9,88,35,19,8,2,0,9,16,3,0,17,2
1.9,88,35,19,8,2,0,9,16,3,0,17,2
1.9,100,24,13,2,9,0,2,3,18,0,4,2
2,100,45,23,5,8,5,5,10,16,10,10,2
5.3,100,57,11,0,4,3,4,0,23,15,20,1
3.2,63,108,34,15,12,3,4,52,39,8,10,6
23.4,65,715,28,14,12,0,2,345,278,33,60,6
2.7,93,146,53,26,22,1,4,75,57,3,12,6
2.3,80,371,159,79,57,9,14,176,144,19,33,6
7.4,99,703,95,45,37,5,8,337,273,36,58,6
2.7,100,180,67,32,25,4,6,86,70,9,16,6
19.9,98,456,23,11,7,1,4,212,138,27,80,3
58.3,65,445,7,4,2,0,1,207,135,26,78,3
2,100,25,13,6,6,0,1,12,12,0,2,3
2,82,45,23,11,4,5,3,20,10,11,5,1
2.6,87,37,15,5,3,1,6,15,7,1,15,1
2,88,47,24,10,5,6,3,21,10,11,6,1
10.2,98,111,11,3,3,2,3,31,31,20,30,4
11.3,98,168,15,4,3,3,5,44,33,35,57,4
8.6,99,982,114,41,47,12,14,351,408,106,118,4
5.5,96,413,75,31,29,7,8,167,157,42,48,4
1.9,100,125,67,29,21,7,10,55,38,13,20,2
4.6,100,68,15,4,3,3,5,18,13,14,24,2
6,99,443,74,28,29,8,9,170,173,46,55,2
10.3,100,112,11,4,3,1,3,41,31,10,31,2
2.5,82,62,25,11,2,0,12,27,6,1,29,12
2.5,82,62,25,11,2,0,12,27,6,1,29,12
2.6,100,188,74,25,31,8,10,61,80,20,28,12
2.6,100,188,74,25,31,8,10,61,80,20,28,12
5.6,86,60,11,5,6,0,0,27,32,1,1,12
5.6,86,60,11,5,6,0,0,27,32,1,1,12
3.1,63,113,35,9,16,3,7,36,50,11,17,12
3.1,63,113,35,9,16,3,7,36,50,11,17,12
4.3,99,324,75,26,31,9,9,115,133,40,37,12
4.3,99,324,75,26,31,9,9,115,133,40,37,12
2.3,84,63,28,13,2,1,12,27,6,1,30,12
2.3,84,63,28,13,2,1,12,27,6,1,30,12
2.7,97,217,81,26,30,11,14,71,80,30,37,3
10.4,100,207,20,7,2,3,8,73,20,31,84,3
4.9,72,67,14,5,2,2,5,23,8,10,27,3
8.3,100,291,35,7,8,9,11,59,64,78,91,1
5.3,100,104,20,13,0,0,7,69,0,0,36,1
2.1,100,24,12,8,4,0,0,16,9,0,0,1
1.9,84,39,21,9,3,0,9,14,8,0,18,2
2.1,100,24,12,8,1,0,3,17,2,0,6,2
6.8,100,162,24,13,9,1,1,87,63,7,6,1
2.4,82,39,17,8,6,1,2,17,16,1,6,1
2.4,82,39,17,8,6,1,2,17,16,1,6,1
2.5,80,117,47,18,19,1,9,41,50,5,22,1
2.1,85,38,19,7,8,0,4,12,18,2,7,1
2.1,85,38,19,8,8,0,3,13,18,1,7,1
2.1,93,30,15,1,6,1,7,2,13,3,13,1
2,80,93,45,16,19,1,9,29,40,5,20,1
3.2,78,51,16,6,7,2,1,19,24,5,4,1
3.2,76,61,20,9,11,0,0,27,33,2,0,8
7.1,100,646,91,32,29,9,21,227,204,67,149,8
4.5,87,57,13,5,7,1,0,25,31,2,0,8
30.5,76,57,2,1,1,0,0,25,31,2,0,8
18.8,71,124,6,2,1,1,2,46,19,17,43,8
4.2,74,89,21,8,2,3,8,34,15,11,30,8
3.8,76,118,31,11,6,4,10,44,19,15,41,8
3.5,82,124,34,12,5,5,12,46,19,17,43,8
2,86,40,20,3,7,3,7,5,16,6,14,1
30.6,100,581,19,7,7,3,2,215,214,92,61,1
23.7,87,393,16,6,5,2,3,158,134,42,60,1
2.2,92,48,23,10,3,4,6,22,8,7,12,1
1.9,93,30,16,11,0,0,5,20,1,0,10,1
3.2,84,70,23,11,5,2,5,33,17,7,14,2
2,85,37,19,12,2,1,4,24,3,2,9,2
3,84,66,22,11,6,2,3,31,16,9,11,1
3.2,80,70,22,11,5,2,4,34,15,7,15,2
2.9,100,25,9,1,1,0,7,3,2,0,21,2
3.2,80,70,23,10,6,2,5,32,19,8,12,3
1.9,90,42,23,10,7,3,3,19,14,5,5,3
2.5,86,56,23,10,8,3,2,26,17,6,8,3
1.9,100,41,22,10,4,3,5,19,7,6,10,1
1.9,95,41,22,11,3,2,6,21,5,5,11,1
2.4,81,53,23,11,5,2,5,26,13,6,9,1
3.2,82,70,21,10,5,2,4,34,18,7,12,2
